
Perirhinal Layer, 24-D input stimuli
Experiment:, list6, 
Stim Condition:, 2, 
 Stimulus Set 1:
Sample 1, [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.667 0.950 ],Novel 1, [ 0.050 0.333, 0.667 0.333, 0.050 0.050, 0.333 0.333 ] Sample 2, [ 0.950 0.050, 0.333 0.333, 0.333 0.950, 0.333 0.050 ],Novel 2, [ 0.950 0.667, 0.950 0.333, 0.050 0.950, 0.333 0.667 ] Sample 3, [ 0.950 0.050, 0.667 0.950, 0.050 0.667, 0.050 0.050 ],Novel 3, [ 0.050 0.950, 0.333 0.667, 0.667 0.950, 0.667 0.667 ] Sample 4, [ 0.950 0.950, 0.050 0.667, 0.950 0.050, 0.050 0.050 ],Novel 4, [ 0.667 0.333, 0.950 0.667, 0.667 0.950, 0.333 0.050 ] Sample 5, [ 0.333 0.950, 0.050 0.050, 0.333 0.667, 0.050 0.667 ],Novel 5, [ 0.333 0.333, 0.667 0.950, 0.667 0.333, 0.950 0.950 ] Sample 6, [ 0.950 0.050, 0.667 0.333, 0.333 0.333, 0.667 0.950 ],Novel 6, [ 0.050 0.050, 0.050 0.667, 0.050 0.333, 0.333 0.667 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 4, 4, Novel, 22.795772, 79734.466936, 0.000286,, [183 172]
 4, 5, Sample, 82.893063, 73825.435402, 0.001123, 0.643394, [156 157]
 4, 5, Novel, 19.374297, 79518.214797, 0.000244,, [151 130]
 4, 6, Sample, 82.893063, 79834.591065, 0.001038, 0.632630, [1 26]
 4, 6, Novel, 17.234353, 73765.279133, 0.000234,, [31 74]
 5, 1, Sample, 46.373680, 68728.581739, 0.000675, 0.469069, [59 151]
 5, 1, Novel, 19.426573, 79664.834012, 0.000244,, [18 71]
 5, 2, Sample, 82.893063, 74039.413941, 0.001120, 0.645335, [14 54]
 5, 2, Novel, 17.827468, 73870.435688, 0.000241,, [99 81]
 5, 3, Sample, 82.893063, 64299.357543, 0.001289, 0.686582, [83 8]
 5, 3, Novel, 19.093800, 79701.034128, 0.000240,, [105 27]
 5, 4, Sample, 82.893063, 60096.081160, 0.001379, 0.702031, [41 19]
 5, 4, Novel, 19.257799, 79750.162961, 0.000241,, [111 180]
 5, 5, Sample, 82.893063, 73973.774708, 0.001121, 0.638414, [4 32]
 5, 5, Novel, 19.687620, 79609.409963, 0.000247,, [20 116]
 5, 6, Sample, 82.893063, 79802.098009, 0.001039, 0.622972, [57 148]
 5, 6, Novel, 17.810870, 73810.486984, 0.000241,, [83 151]
 6, 1, Sample, 46.256772, 68773.064158, 0.000673, 0.474438, [35 105]
 6, 1, Novel, 19.122312, 79760.165266, 0.000240,, [4 191]
 6, 2, Sample, 82.893063, 74001.229205, 0.001120, 0.629494, [54 111]
 6, 2, Novel, 18.807609, 73843.472076, 0.000255,, [66 118]
 6, 3, Sample, 82.893063, 64266.463051, 0.001290, 0.696475, [192 99]
 6, 3, Novel, 18.357031, 79546.694441, 0.000231,, [1 130]
 6, 4, Sample, 82.893063, 60081.173695, 0.001380, 0.703481, [4 55]
 6, 4, Novel, 19.134420, 79674.737772, 0.000240,, [17 122]
 6, 5, Sample, 82.893063, 73910.830346, 0.001122, 0.656901, [26 54]
 6, 5, Novel, 18.472919, 79543.112438, 0.000232,, [116 157]
 6, 6, Sample, 82.893063, 79866.358499, 0.001038, 0.638836, [39 104]
 6, 6, Novel, 16.870721, 73758.316531, 0.000229,, [185 62]
