
Perirhinal Layer, 24-D input stimuli
Experiment:, list6, 
Stim Condition:, 3, 
 Stimulus Set 1:
Sample 1, [ 0.050 0.667, 0.333 0.050, 0.950 0.333, 0.667 0.050 ],Novel 1, [ 0.950 0.667, 0.333 0.950, 0.050 0.050, 0.950 0.050 ] Sample 2, [ 0.950 0.333, 0.050 0.950, 0.050 0.050, 0.667 0.667 ],Novel 2, [ 0.333 0.950, 0.667 0.050, 0.950 0.050, 0.050 0.667 ] Sample 3, [ 0.333 0.950, 0.050 0.050, 0.950 0.050, 0.050 0.333 ],Novel 3, [ 0.667 0.050, 0.667 0.333, 0.950 0.333, 0.333 0.050 ] Sample 4, [ 0.667 0.333, 0.950 0.667, 0.950 0.950, 0.050 0.667 ],Novel 4, [ 0.050 0.050, 0.333 0.667, 0.333 0.333, 0.950 0.050 ] Sample 5, [ 0.667 0.950, 0.950 0.333, 0.950 0.667, 0.667 0.333 ],Novel 5, [ 0.050 0.667, 0.333 0.333, 0.333 0.050, 0.667 0.050 ] Sample 6, [ 0.333 0.667, 0.050 0.950, 0.333 0.950, 0.050 0.050 ],Novel 6, [ 0.950 0.050, 0.950 0.950, 0.950 0.333, 0.050 0.667 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 2, 3, Novel, 18.452700, 79747.722053, 0.000231,, [159 110]
 2, 4, Sample, 82.893063, 73894.972214, 0.001122, 0.657933, [196 50]
 2, 4, Novel, 17.065565, 73734.949197, 0.000231,, [73 126]
 2, 5, Sample, 82.893063, 79791.581158, 0.001039, 0.572860, [22 17]
 2, 5, Novel, 22.473325, 79657.471223, 0.000282,, [158 83]
 2, 6, Sample, 82.893063, 68834.725023, 0.001204, 0.572409, [37 131]
 2, 6, Novel, 20.972445, 64043.507451, 0.000327,, [193 50]
 3, 1, Sample, 82.893063, 73923.692763, 0.001121, 0.529138, [198 28]
 3, 1, Novel, 22.137743, 64113.826506, 0.000345,, [164 200]
 3, 2, Sample, 82.893063, 68692.776005, 0.001207, 0.543848, [162 1]
 3, 2, Novel, 24.453839, 68585.830985, 0.000357,, [194 161]
 3, 3, Sample, 82.893063, 64126.874269, 0.001293, 0.691898, [192 162]
 3, 3, Novel, 18.775637, 79761.897696, 0.000235,, [54 89]
 3, 4, Sample, 82.893063, 73921.748390, 0.001121, 0.642586, [29 137]
 3, 4, Novel, 18.008238, 73804.262453, 0.000244,, [131 139]
 3, 5, Sample, 82.893063, 79906.792733, 0.001037, 0.562496, [13 178]
 3, 5, Novel, 23.145197, 79682.450678, 0.000290,, [196 26]
 3, 6, Sample, 82.893063, 68731.726329, 0.001206, 0.557214, [14 153]
 3, 6, Novel, 21.976828, 64085.356718, 0.000343,, [30 135]
 4, 1, Sample, 82.893063, 73916.235870, 0.001121, 0.546321, [74 181]
 4, 1, Novel, 21.085430, 64084.898028, 0.000329,, [121 187]
 4, 2, Sample, 82.893063, 68731.796699, 0.001206, 0.574566, [121 184]
 4, 2, Novel, 22.348596, 68583.286097, 0.000326,, [117 114]
 4, 3, Sample, 82.893063, 64188.107115, 0.001291, 0.654345, [114 115]
 4, 3, Novel, 21.519127, 79752.457222, 0.000270,, [125 191]
 4, 4, Sample, 82.893063, 73876.228585, 0.001122, 0.652508, [184 8]
 4, 4, Novel, 17.409680, 73786.412143, 0.000236,, [107 32]
 4, 5, Sample, 82.893063, 79743.352894, 0.001039, 0.625981, [51 181]
 4, 5, Novel, 19.057067, 79699.156813, 0.000239,, [8 99]
 4, 6, Sample, 82.893063, 68789.228287, 0.001205, 0.558928, [84 2]
 4, 6, Novel, 21.843115, 64066.934905, 0.000341,, [182 9]
 5, 1, Sample, 82.893063, 73924.404781, 0.001121, 0.532310, [2 173]
 5, 1, Novel, 21.928615, 64072.154346, 0.000342,, [195 174]
 5, 2, Sample, 82.893063, 68721.679772, 0.001206, 0.562859, [196 176]
 5, 2, Novel, 23.154394, 68628.998180, 0.000337,, [95 188]
 5, 3, Sample, 82.893063, 64218.308890, 0.001291, 0.668658, [96 191]
 5, 3, Novel, 20.414679, 79647.936727, 0.000256,, [3 18]
 5, 4, Sample, 82.893063, 73926.199775, 0.001121, 0.646014, [126 146]
 5, 4, Novel, 17.788691, 73768.504370, 0.000241,, [39 176]
 5, 5, Sample, 82.893063, 79834.260327, 0.001038, 0.628129, [101 149]
 5, 5, Novel, 18.903922, 79711.168432, 0.000237,, [50 92]
 5, 6, Sample, 82.893063, 68895.436113, 0.001203, 0.569912, [86 129]
 5, 6, Novel, 21.100417, 64014.886132, 0.000330,, [129 146]
 6, 1, Sample, 82.893063, 73958.480098, 0.001121, 0.550810, [45 48]
 6, 1, Novel, 20.808151, 64096.152983, 0.000325,, [177 162]
 6, 2, Sample, 82.893063, 68717.350988, 0.001206, 0.543493, [177 165]
 6, 2, Novel, 24.505042, 68684.792041, 0.000357,, [6 117]
 6, 3, Sample, 82.893063, 64234.755220, 0.001290, 0.681076, [5 115]
 6, 3, Novel, 19.513530, 79705.415009, 0.000245,, [148 52]
 6, 4, Sample, 82.893063, 73832.538415, 0.001123, 0.646285, [47 80]
 6, 4, Novel, 17.797527, 73780.346027, 0.000241,, [81 132]
 6, 5, Sample, 82.893063, 79824.433989, 0.001038, 0.629269, [177 67]
 6, 5, Novel, 18.851741, 79781.519114, 0.000236,, [20 192]
 6, 6, Sample, 82.893063, 68741.880259, 0.001206, 0.553137, [38 172]
 6, 6, Novel, 22.208411, 64011.289357, 0.000347,, [48 78]
