
Perirhinal Layer, 24-D input stimuli
Experiment:, list6, 
Stim Condition:, 4, 
 Stimulus Set 1:
Sample 1, [ 0.333 0.050, 0.667 0.950, 0.950 0.667, 0.667 0.333 ],Novel 1, [ 0.050 0.667, 0.050 0.950, 0.667 0.667, 0.950 0.950 ] Sample 2, [ 0.667 0.050, 0.667 0.667, 0.950 0.050, 0.667 0.950 ],Novel 2, [ 0.333 0.050, 0.950 0.950, 0.050 0.333, 0.050 0.667 ] Sample 3, [ 0.050 0.333, 0.050 0.050, 0.333 0.050, 0.950 0.667 ],Novel 3, [ 0.333 0.667, 0.333 0.950, 0.950 0.333, 0.333 0.333 ] Sample 4, [ 0.950 0.667, 0.950 0.333, 0.667 0.667, 0.333 0.950 ],Novel 4, [ 0.333 0.050, 0.050 0.667, 0.667 0.950, 0.950 0.950 ] Sample 5, [ 0.950 0.667, 0.950 0.950, 0.667 0.333, 0.667 0.050 ],Novel 5, [ 0.950 0.333, 0.050 0.950, 0.333 0.950, 0.333 0.667 ] Sample 6, [ 0.950 0.950, 0.667 0.950, 0.333 0.050, 0.050 0.950 ],Novel 6, [ 0.333 0.667, 0.333 0.950, 0.050 0.050, 0.950 0.667 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 3, 6, Sample, 82.893063, 64181.296643, 0.001292, 0.669785, [2 41]
 3, 6, Novel, 18.846415, 73787.515250, 0.000255,, [10 23]
 4, 1, Sample, 82.893063, 79845.071573, 0.001038, 0.629776, [24 72]
 4, 1, Novel, 16.159836, 68521.959802, 0.000236,, [191 12]
 4, 2, Sample, 82.893063, 73929.531675, 0.001121, 0.656699, [151 130]
 4, 2, Novel, 15.954883, 68669.112899, 0.000232,, [126 9]
 4, 3, Sample, 82.893063, 68694.290597, 0.001207, 0.671838, [124 51]
 4, 3, Novel, 20.503994, 86565.926532, 0.000237,, [166 104]
 4, 4, Sample, 82.893063, 79740.173357, 0.001040, 0.620533, [6 144]
 4, 4, Novel, 16.693439, 68578.717759, 0.000243,, [191 12]
 4, 5, Sample, 82.893063, 73964.116465, 0.001121, 0.632587, [7 88]
 4, 5, Novel, 18.604927, 73765.425443, 0.000252,, [69 57]
 4, 6, Sample, 82.893063, 64173.030177, 0.001292, 0.670544, [119 180]
 4, 6, Novel, 18.786182, 73745.169759, 0.000255,, [121 184]
 5, 1, Sample, 82.893063, 79838.610859, 0.001038, 0.629975, [136 14]
 5, 1, Novel, 16.182206, 68656.701926, 0.000236,, [35 137]
 5, 2, Sample, 82.893063, 73893.513389, 0.001122, 0.653208, [20 116]
 5, 2, Novel, 16.156589, 68658.923485, 0.000235,, [1 95]
 5, 3, Sample, 82.893063, 68711.394897, 0.001206, 0.664285, [113 107]
 5, 3, Novel, 21.080705, 86626.921696, 0.000243,, [157 20]
 5, 4, Sample, 82.893063, 79835.827243, 0.001038, 0.630814, [150 160]
 5, 4, Novel, 16.132203, 68632.993755, 0.000235,, [82 25]
 5, 5, Sample, 82.893063, 73944.927605, 0.001121, 0.651699, [17 156]
 5, 5, Novel, 17.451470, 73824.139314, 0.000236,, [44 180]
 5, 6, Sample, 82.893063, 64231.275976, 0.001291, 0.696177, [167 140]
 5, 6, Novel, 17.066671, 73829.069517, 0.000231,, [96 9]
 6, 1, Sample, 82.893063, 79767.534590, 0.001039, 0.608820, [49 20]
 6, 1, Novel, 17.317522, 68536.820003, 0.000253,, [112 66]
 6, 2, Sample, 82.893063, 73934.305094, 0.001121, 0.652338, [63 177]
 6, 2, Novel, 16.195390, 68653.119024, 0.000236,, [93 49]
 6, 3, Sample, 82.893063, 68764.791778, 0.001205, 0.668226, [156 121]
 6, 3, Novel, 20.747422, 86541.601174, 0.000240,, [158 190]
 6, 4, Sample, 82.893063, 79815.778216, 0.001039, 0.626642, [55 179]
 6, 4, Novel, 16.338165, 68539.441967, 0.000238,, [87 2]
 6, 5, Sample, 82.893063, 73951.141696, 0.001121, 0.645462, [131 72]
 6, 5, Novel, 17.795319, 73681.390798, 0.000242,, [145 37]
 6, 6, Sample, 82.893063, 64221.839003, 0.001291, 0.697139, [194 81]
 6, 6, Novel, 17.000672, 73808.250247, 0.000230,, [152 41]
