
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 10, Novel, 75.130308, 78.597928, 76.531843, 76.572214, 76.708073, 58269.250159, 77352.108026, 77420.017905, 58622.424219, 67915.950077, 0.001150, , [194 138], [161 192], [2 29], [134 143]
 11, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76391.629432, 58688.664236, 77575.383029, 77549.352519, 72551.257304, 0.001159, 0.003767, [33 144], [129 113], [152 136], [34 163]
 11, Novel, 75.130308, 78.597928, 76.531843, 76.572214, 76.708073, 58269.250159, 77352.108026, 77420.017905, 58622.424219, 67915.950077, 0.001150, , [194 138], [161 192], [2 29], [134 143]
 12, Sample, 82.893063, 82.893063, 78.442027, 76.811407, 80.259890, 76710.611913, 111758.304252, 77283.729246, 77431.843290, 85796.122175, 0.000957, -0.105392, [37 135], [136 165], [190 25], [43 192]
 12, Novel, 79.847417, 76.207020, 75.838053, 82.893063, 78.696388, 76311.667297, 77374.035932, 58815.143632, 58754.168656, 67813.753879, 0.001183, , [170 131], [59 16], [55 178], [55 139]
 13, Sample, 82.893063, 76.207020, 82.893063, 78.454630, 80.111944, 76536.880987, 77374.035932, 112146.396111, 77512.653828, 85892.491715, 0.000955, 0.063062, [120 112], [59 16], [37 8], [41 71]
 13, Novel, 29.082639, 30.597044, 82.893063, 82.893063, 56.366452, 109382.779091, 111631.096604, 58568.302440, 58754.168656, 84584.086698, 0.000842, , [169 149], [138 144], [93 170], [55 139]
 14, Sample, 76.199895, 82.893063, 82.893063, 77.359202, 79.836306, 76376.513467, 77425.140735, 58568.302440, 77365.755718, 72433.928090, 0.001121, 0.062938, [166 119], [39 154], [93 170], [108 37]
 14, Novel, 82.893063, 20.115354, 76.531843, 74.991785, 63.633011, 58123.163904, 77208.616277, 77420.017905, 58707.747086, 67864.886293, 0.000988, , [63 66], [132 18], [2 29], [60 167]
 15, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76790.014682, 77353.065469, 58568.302440, 112030.666499, 81185.512272, 0.001077, 0.112595, [175 35], [42 190], [93 170], [88 43]
 15, Novel, 79.871970, 82.893063, 78.442027, 21.666472, 65.718383, 109798.193795, 58688.664236, 77283.729246, 77414.973728, 80796.390252, 0.000859, , [183 4], [129 113], [190 25], [180 10]
 16, Sample, 82.893063, 82.893063, 77.937693, 82.893063, 81.654221, 76790.014682, 77353.065469, 77443.785487, 58754.168656, 72585.258573, 0.001142, 0.222743, [175 35], [42 190], [51 171], [55 139]
 16, Novel, 82.893063, 16.307791, 20.292896, 74.991785, 48.621384, 76391.629432, 58559.167413, 77170.238533, 58707.747086, 67707.195616, 0.000726, , [33 144], [109 141], [60 184], [60 167]
 17, Sample, 82.893063, 79.341206, 82.893063, 74.991785, 80.029780, 58123.163904, 111649.743309, 112146.396111, 58707.747086, 85156.762602, 0.001038, 0.128661, [63 66], [171 18], [37 8], [60 167]
 17, Novel, 19.001205, 82.893063, 82.893063, 82.893063, 66.920099, 57901.755502, 77425.140735, 77636.541311, 112030.666499, 81248.526012, 0.000802, , [41 62], [39 154], [6 107], [88 43]
 18, Sample, 82.893063, 82.893063, 76.513719, 76.572214, 79.718015, 76710.611913, 77403.704607, 58622.908247, 58622.424219, 67839.912246, 0.001191, 0.144867, [37 135], [158 96], [158 92], [134 143]
 18, Novel, 82.893063, 82.026513, 78.442027, 81.616809, 81.244603, 76790.014682, 111618.103671, 77283.729246, 112082.397184, 94443.561196, 0.000889, , [175 35], [126 97], [190 25], [182 19]
