
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.050 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 10, Novel, 76.505318, 78.695826, 68.387985, 75.622740, 74.802967, 58160.009933, 77395.224709, 77467.107459, 58698.789940, 67930.283010, 0.001126, , [98 195], [139 137], [172 34], [178 20]
 11, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76504.247092, 58676.500684, 77589.003070, 77521.228747, 72572.744898, 0.001158, 0.014285, [158 4], [118 178], [169 31], [106 200]
 11, Novel, 76.505318, 78.695826, 68.387985, 75.622740, 74.802967, 58160.009933, 77395.224709, 77467.107459, 58698.789940, 67930.283010, 0.001126, , [98 195], [139 137], [172 34], [178 20]
 12, Sample, 82.893063, 82.893063, 78.171108, 77.212693, 80.292482, 76799.829992, 111912.054015, 77437.348882, 77370.098931, 85879.832955, 0.000957, -0.103845, [47 64], [4 181], [44 126], [164 70]
 12, Novel, 78.141203, 77.826501, 75.107289, 82.893063, 78.492014, 76322.123786, 77388.998302, 58772.894871, 58909.974587, 67848.497887, 0.001179, , [138 73], [102 106], [187 1], [119 33]
 13, Sample, 82.893063, 77.826501, 82.893063, 77.248360, 80.215247, 76674.760621, 77388.998302, 112059.313952, 77631.555607, 85938.657121, 0.000955, 0.065796, [125 38], [102 106], [115 172], [32 130]
 13, Novel, 28.260868, 30.271691, 82.893063, 82.893063, 56.079672, 109595.875006, 111755.221148, 58629.363953, 58909.974587, 84722.608674, 0.000837, , [176 122], [192 3], [104 1], [119 33]
 14, Sample, 77.679761, 82.893063, 82.893063, 77.259355, 80.181311, 76270.610721, 77509.177136, 58629.363953, 77402.265134, 72452.854236, 0.001125, 0.076794, [8 189], [102 78], [104 1], [81 19]
 14, Novel, 82.893063, 19.455141, 68.387985, 76.209234, 61.736356, 58233.232257, 77282.953105, 77467.107459, 58618.637979, 67900.482700, 0.000965, , [183 138], [197 130], [172 34], [140 37]
 15, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76696.422768, 77357.634977, 58629.363953, 111915.589742, 81149.752860, 0.001077, 0.119006, [51 37], [52 87], [104 1], [23 135]
 15, Novel, 79.688895, 82.893063, 78.171108, 18.803025, 64.889023, 109879.675171, 58676.500684, 77437.348882, 77258.583650, 80813.027097, 0.000848, , [146 113], [118 178], [44 126], [96 149]
 16, Sample, 82.893063, 82.893063, 77.817379, 82.893063, 81.624142, 76696.422768, 77357.634977, 77253.660999, 58909.974587, 72554.423333, 0.001142, 0.221501, [51 37], [52 87], [21 86], [119 33]
 16, Novel, 82.893063, 14.694930, 21.343846, 76.209234, 48.785268, 76504.247092, 58568.201911, 77322.410709, 58618.637979, 67753.374423, 0.000728, , [158 4], [67 157], [7 80], [140 37]
 17, Sample, 82.893063, 81.150929, 82.893063, 76.209234, 80.786572, 58233.232257, 111720.763946, 112059.313952, 58618.637979, 85157.987033, 0.001047, 0.142280, [183 138], [76 156], [115 172], [140 37]
 17, Novel, 15.400419, 82.893063, 82.893063, 82.893063, 66.019902, 57852.603032, 77509.177136, 77498.630246, 111915.589742, 81194.000039, 0.000786, , [71 112], [102 78], [118 62], [23 135]
 18, Sample, 82.893063, 82.893063, 75.033951, 75.622740, 79.110705, 76799.829992, 77373.629762, 58716.263567, 58698.789940, 67897.128316, 0.001179, 0.141345, [47 64], [171 31], [162 147], [178 20]
 18, Novel, 82.893063, 80.321653, 78.171108, 82.791255, 81.044270, 76696.422768, 111765.340812, 77437.348882, 111928.492417, 94456.901220, 0.000887, , [51 37], [3 21], [44 126], [190 127]
