
Group Lesion
Experiment:, list18, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ],Novel: , [ 0.333 0.333, 0.950 0.333, 0.667 0.950, 0.050 0.050 ] Stim Pair 2:,Sample: , [ 0.050 0.667, 0.667 0.333, 0.333 0.050, 0.050 0.333 ],Novel: , [ 0.950 0.333, 0.950 0.667, 0.333 0.667, 0.333 0.333 ] Stim Pair 3:,Sample: , [ 0.950 0.050, 0.667 0.050, 0.050 0.050, 0.050 0.667 ],Novel: , [ 0.333 0.050, 0.667 0.950, 0.050 0.950, 0.050 0.333 ] Stim Pair 4:,Sample: , [ 0.050 0.333, 0.333 0.333, 0.667 0.050, 0.950 0.333 ],Novel: , [ 0.333 0.667, 0.333 0.050, 0.333 0.950, 0.050 0.667 ] Stim Pair 5:,Sample: , [ 0.333 0.333, 0.950 0.333, 0.333 0.050, 0.050 0.950 ],Novel: , [ 0.667 0.050, 0.950 0.667, 0.333 0.950, 0.050 0.333 ] Stim Pair 6:,Sample: , [ 0.050 0.950, 0.333 0.950, 0.050 0.667, 0.667 0.333 ],Novel: , [ 0.333 0.050, 0.050 0.333, 0.950 0.667, 0.667 0.050 ] Stim Pair 7:,Sample: , [ 0.050 0.050, 0.950 0.050, 0.667 0.050, 0.050 0.333 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.333 0.667, 0.950 0.667 ] Stim Pair 8:,Sample: , [ 0.050 0.950, 0.333 0.050, 0.667 0.050, 0.667 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.050, 0.050 0.667 ] Stim Pair 9:,Sample: , [ 0.667 0.950, 0.950 0.333, 0.333 0.333, 0.050 0.667 ],Novel: , [ 0.050 0.333, 0.667 0.333, 0.950 0.667, 0.050 0.050 ] Stim Pair 10:,Sample: , [ 0.333 0.333, 0.050 0.950, 0.050 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.333 0.667, 0.050 0.050 ] Stim Pair 11:,Sample: , [ 0.333 0.950, 0.050 0.950, 0.950 0.333, 0.667 0.950 ],Novel: , [ 0.950 0.050, 0.333 0.050, 0.050 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.050 0.333, 0.667 0.333, 0.333 0.950, 0.667 0.050 ],Novel: , [ 0.667 0.950, 0.950 0.667, 0.050 0.050, 0.050 0.950 ] Stim Pair 13:,Sample: , [ 0.050 0.667, 0.950 0.667, 0.333 0.333, 0.333 0.950 ],Novel: , [ 0.333 0.667, 0.667 0.667, 0.950 0.950, 0.050 0.950 ] Stim Pair 14:,Sample: , [ 0.950 0.667, 0.667 0.050, 0.950 0.950, 0.333 0.050 ],Novel: , [ 0.050 0.950, 0.667 0.950, 0.050 0.667, 0.950 0.050 ] Stim Pair 15:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.333 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.333 0.950, 0.950 0.667 ] Stim Pair 16:,Sample: , [ 0.667 0.050, 0.050 0.333, 0.950 0.333, 0.050 0.950 ],Novel: , [ 0.333 0.950, 0.050 0.050, 0.667 0.950, 0.950 0.050 ] Stim Pair 17:,Sample: , [ 0.050 0.950, 0.333 0.667, 0.333 0.333, 0.950 0.050 ],Novel: , [ 0.950 0.950, 0.667 0.050, 0.333 0.050, 0.667 0.333 ] Stim Pair 18:,Sample: , [ 0.050 0.333, 0.050 0.667, 0.050 0.950, 0.050 0.050 ],Novel: , [ 0.667 0.050, 0.333 0.333, 0.333 0.950, 0.667 0.667 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 10, Novel, 76.505318, 78.695826, 33.765202, 75.622740, 66.147272, 58164.849900, 77395.224709, 111868.410860, 58698.789940, 76531.818852, 0.000981, , [98 195], [139 137], [56 116], [178 20]
 11, Sample, 76.666067, 82.893063, 82.893063, 82.893063, 81.336314, 76463.014514, 58676.500684, 77294.760823, 77521.228747, 72488.876192, 0.001139, 0.057353, [158 4], [118 178], [21 86], [106 200]
 11, Novel, 76.505318, 78.695826, 66.395937, 67.701727, 72.324702, 58164.849900, 77395.224709, 77465.002483, 77507.089765, 72633.041714, 0.001016, , [98 195], [139 137], [171 35], [27 128]
 12, Sample, 82.893063, 82.893063, 78.171108, 77.212693, 80.292482, 76809.662821, 111912.054015, 77435.173185, 77370.098931, 85881.747238, 0.000957, -0.103897, [47 64], [4 181], [44 126], [164 70]
 12, Novel, 78.141203, 77.826501, 75.107289, 82.893063, 78.492014, 76314.744427, 77388.998302, 58760.981905, 58909.974587, 67843.674805, 0.001179, , [138 73], [102 106], [187 1], [119 33]
 13, Sample, 82.893063, 77.826501, 82.893063, 77.248360, 80.215247, 76674.661168, 77388.998302, 112049.476431, 77631.555607, 85936.172877, 0.000955, 0.065821, [125 38], [102 106], [115 172], [32 130]
 13, Novel, 28.260868, 30.271691, 82.893063, 82.893063, 56.079672, 109598.404590, 111755.221148, 58633.679291, 58909.974587, 84724.319904, 0.000837, , [176 122], [192 3], [104 1], [119 33]
 14, Sample, 77.679761, 82.893063, 82.893063, 77.259355, 80.181311, 76270.613325, 77509.177136, 58633.679291, 77402.265134, 72453.933721, 0.001125, 0.080074, [8 189], [102 78], [104 1], [81 19]
 14, Novel, 82.893063, 19.455141, 66.395937, 76.209234, 61.238344, 58224.142942, 77282.953105, 77465.002483, 58618.637979, 67897.684127, 0.000958, , [183 138], [197 130], [171 35], [140 37]
 15, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76704.626468, 77357.634977, 58633.679291, 111915.589742, 81152.882619, 0.001077, 0.114791, [51 37], [52 87], [104 1], [23 135]
 15, Novel, 82.893063, 82.893063, 78.171108, 18.803025, 65.690065, 109917.002948, 58676.500684, 77435.173185, 77258.583650, 80821.815117, 0.000855, , [146 113], [118 178], [44 126], [96 149]
 16, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76704.626468, 77357.634977, 77294.760823, 58909.974587, 72566.749214, 0.001158, 0.241521, [51 37], [52 87], [21 86], [119 33]
 16, Novel, 76.666067, 14.694930, 21.343846, 76.209234, 47.228519, 76463.014514, 58568.201911, 77323.213180, 58618.637979, 67743.266896, 0.000707, , [158 4], [67 157], [7 80], [140 37]
 17, Sample, 82.893063, 81.150929, 82.893063, 76.209234, 80.786572, 58224.142942, 111720.763946, 112049.476431, 58618.637979, 85153.255324, 0.001047, 0.142296, [183 138], [76 156], [115 172], [140 37]
 17, Novel, 15.400419, 82.893063, 82.893063, 82.893063, 66.019902, 57849.232303, 77509.177136, 77491.669152, 111915.589742, 81191.417083, 0.000787, , [71 112], [102 78], [118 62], [23 135]
 18, Sample, 82.893063, 82.893063, 75.033951, 75.622740, 79.110705, 76809.662821, 77373.629762, 58713.086730, 58698.789940, 67898.792313, 0.001179, 0.141350, [47 64], [171 31], [162 147], [178 20]
 18, Novel, 82.893063, 80.321653, 78.171108, 82.791255, 81.044270, 76704.626468, 111765.340812, 77435.173185, 111928.492417, 94458.408221, 0.000887, , [51 37], [3 21], [44 126], [190 127]
