
Group Lesion
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 7, Novel, 80.937340, 15.271677, 27.589225, 21.005418, 36.200915, 109770.632313, 58459.477270, 111721.667678, 77357.476663, 89327.313481, 0.000379, , [180 9], [160 93], [187 101], [53 159]
 8, Sample, 76.281021, 78.694305, 82.893063, 82.893063, 80.190363, 58226.512157, 77251.934399, 77345.417136, 77570.404127, 72598.566955, 0.001117, 0.480135, [42 107], [163 166], [150 118], [141 101]
 8, Novel, 18.316658, 82.893063, 16.672596, 23.378371, 35.315172, 76453.557971, 111549.410426, 58576.192843, 77321.434591, 80975.148958, 0.000392, , [5 127], [11 3], [199 127], [5 17]
 9, Sample, 82.893063, 82.893063, 82.893063, 78.203947, 81.720784, 109726.027587, 111549.410426, 112048.284595, 58634.752736, 97989.618836, 0.000893, 0.071148, [193 103], [11 3], [152 100], [199 126]
 9, Novel, 38.372457, 20.863130, 78.451859, 77.297492, 53.746235, 76464.293486, 77293.789720, 77610.127948, 58782.606858, 72537.704503, 0.000774, , [196 101], [151 60], [46 196], [53 58]
 10, Sample, 82.893063, 76.594320, 82.893063, 82.893063, 81.318377, 109726.027587, 77220.806082, 77676.474274, 77394.742434, 85504.512594, 0.000971, 0.145338, [193 103], [68 90], [13 45], [79 113]
 10, Novel, 76.281021, 29.040244, 20.206849, 82.893063, 52.105294, 58226.512157, 111692.383044, 77498.776547, 77570.404127, 81247.018969, 0.000725, , [42 107], [109 7], [95 132], [141 101]
 11, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109785.808672, 58726.544859, 77676.474274, 77570.404127, 80939.807983, 0.001076, 0.465563, [90 169], [83 112], [13 45], [141 101]
 11, Novel, 15.301277, 22.007604, 80.469919, 23.378371, 35.289293, 58043.489412, 77140.738818, 112131.207347, 77321.434591, 81159.217542, 0.000392, , [138 63], [165 148], [28 71], [5 17]
 12, Sample, 82.893063, 82.893063, 75.522452, 82.893063, 81.050410, 109726.027587, 111549.410426, 58724.529963, 77570.404127, 89392.593026, 0.000963, 0.110450, [193 103], [11 3], [189 22], [141 101]
 12, Novel, 78.023921, 81.115519, 82.893063, 21.005418, 65.759480, 76684.245973, 111732.783710, 77345.417136, 77357.476663, 85779.980870, 0.000772, , [82 159], [163 56], [150 118], [53 159]
