
Group Lesion
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 7, Novel, 81.475258, 16.980588, 29.600415, 19.387399, 36.860915, 109493.692272, 58516.547972, 111719.566202, 77443.411671, 89293.304529, 0.000387, , [104 2], [61 19], [37 198], [105 108]
 8, Sample, 76.531936, 79.006274, 82.893063, 82.893063, 80.331084, 58335.140651, 77292.255522, 77457.724625, 77561.968093, 72661.772223, 0.001118, 0.463613, [31 83], [133 66], [97 149], [90 19]
 8, Novel, 22.975488, 82.893063, 21.306834, 18.160697, 36.334021, 76550.763456, 111865.154122, 58670.510209, 77287.570259, 81093.499511, 0.000410, , [101 130], [91 79], [112 189], [55 71]
 9, Sample, 82.893063, 82.893063, 82.893063, 78.561417, 81.810152, 109519.226615, 111865.154122, 111823.527867, 58644.371158, 97963.069940, 0.000895, -0.002365, [188 37], [91 79], [110 132], [99 148]
 9, Novel, 77.810010, 20.494846, 80.706009, 74.718309, 63.432293, 76466.029729, 77350.084516, 77622.804915, 58671.120522, 72527.509921, 0.000899, , [61 22], [144 117], [56 197], [39 180]
 10, Sample, 82.893063, 77.011729, 82.893063, 82.893063, 81.422730, 109519.226615, 77371.095517, 77621.646874, 77434.646074, 85486.653770, 0.000973, 0.137659, [188 37], [75 184], [197 23], [43 81]
 10, Novel, 76.531936, 30.971905, 22.523056, 82.893063, 53.229990, 58335.140651, 111707.176978, 77356.805302, 77561.968093, 81240.272756, 0.000737, , [31 83], [130 154], [168 141], [90 19]
 11, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109941.304448, 58693.731462, 77621.646874, 77561.968093, 80954.662719, 0.001076, 0.496513, [150 23], [136 147], [197 23], [90 19]
 11, Novel, 14.866332, 18.049235, 80.949997, 18.160697, 33.006565, 57922.931342, 77231.810503, 112066.150352, 77287.570259, 81127.115614, 0.000362, , [150 38], [191 154], [30 50], [55 71]
 12, Sample, 82.893063, 82.893063, 76.542980, 82.893063, 81.305543, 109519.226615, 111865.154122, 58585.715855, 77561.968093, 89383.016171, 0.000968, 0.116780, [188 37], [91 79], [197 116], [90 19]
 12, Novel, 77.483406, 81.865733, 82.893063, 19.387399, 65.407400, 76674.935359, 111828.996295, 77457.724625, 77443.411671, 85851.266987, 0.000766, , [155 10], [109 142], [97 149], [105 108]
