
Group Lesion
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 7, Novel, 79.688895, 15.798954, 29.600273, 21.050102, 36.534556, 109844.572550, 58517.409458, 111671.270547, 77246.363603, 89319.904039, 0.000383, , [146 113], [118 178], [94 200], [12 184]
 8, Sample, 76.505318, 79.231632, 82.893063, 82.893063, 80.380769, 58235.373935, 77351.183360, 77339.052981, 77381.290970, 72576.725311, 0.001120, 0.486997, [98 195], [166 194], [118 62], [96 149]
 8, Novel, 20.501627, 82.893063, 14.894338, 21.804251, 35.023320, 76327.298993, 111786.843199, 58570.942979, 77453.172297, 81034.564367, 0.000386, , [138 73], [3 21], [187 1], [172 110]
 9, Sample, 82.893063, 82.893063, 82.893063, 75.622740, 81.075483, 109759.982392, 111786.843199, 111953.338956, 58712.816170, 98053.245179, 0.000881, -0.003602, [176 122], [3 21], [116 188], [178 20]
 9, Novel, 76.666067, 19.320378, 79.325808, 75.060099, 62.593088, 76467.763091, 77353.055593, 77528.401648, 58864.954797, 72553.543782, 0.000888, , [158 4], [102 78], [173 33], [119 33]
 10, Sample, 82.893063, 80.691139, 82.893063, 82.893063, 82.342582, 109759.982392, 77312.738641, 77621.328947, 77454.845149, 85537.223782, 0.000984, 0.146467, [176 122], [52 87], [163 150], [81 19]
 10, Novel, 76.505318, 30.271691, 21.343846, 82.893063, 52.753480, 58235.373935, 111851.012735, 77475.208493, 77381.290970, 81235.721533, 0.000733, , [98 195], [192 3], [7 80], [96 149]
 11, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109840.491899, 58716.478135, 77621.328947, 77381.290970, 80889.897488, 0.001076, 0.476523, [67 66], [144 66], [163 150], [96 149]
 11, Novel, 13.988359, 20.810871, 82.315836, 21.804251, 34.729829, 58060.498718, 77198.826171, 112078.213108, 77453.172297, 81197.677573, 0.000382, , [183 138], [171 31], [56 116], [172 110]
 12, Sample, 82.893063, 82.893063, 76.895265, 82.893063, 81.393614, 109759.982392, 111786.843199, 58697.243392, 77381.290970, 89406.339988, 0.000970, 0.112737, [176 122], [3 21], [104 1], [96 149]
 12, Novel, 78.742629, 80.706586, 82.893063, 21.050102, 65.848095, 76723.308464, 111848.505863, 77339.052981, 77246.363603, 85789.307728, 0.000773, , [51 37], [4 181], [118 62], [12 184]
